1.5821E+12,eSense-0869,-0.247192383,0.870849609,-0.502197266,38.53658537,-1.341463415,-10.97560976,squat-1,break
1.5821E+12,eSense-0869,-0.247192383,0.870849609,-0.502197266,38.53658537,-1.341463415,-10.97560976,squat-1,break
1.5821E+12,eSense-0869,-0.35168457,0.764404297,-0.563720703,-2.957317073,-0.396341463,0.518292683,squat-1,break
1.5821E+12,eSense-0869,-0.344848633,0.762695313,-0.532958984,-6.12804878,-6.158536585,-3.445121951,squat-1,break
1.5821E+12,eSense-0869,-0.35168457,0.764404297,-0.563720703,-2.957317073,-0.396341463,0.518292683,squat-1,break
1.5821E+12,eSense-0869,-0.344848633,0.762695313,-0.532958984,-6.12804878,-6.158536585,-3.445121951,squat-1,break
1.5821E+12,eSense-0869,-0.36315918,0.803955078,-0.506835938,-11.8902439,2.347560976,6.676829268,squat-1,break
1.5821E+12,eSense-0869,-0.36315918,0.803955078,-0.506835938,-11.8902439,2.347560976,6.676829268,squat-1,break
1.5821E+12,eSense-0869,-0.365966797,0.843505859,-0.448364258,-11.64634146,3.384146341,5.701219512,squat-1,break
1.5821E+12,eSense-0869,-0.365966797,0.843505859,-0.448364258,-11.64634146,3.384146341,5.701219512,squat-1,break
1.5821E+12,eSense-0869,-0.306274414,0.828979492,-0.470214844,-10.24390244,14.11585366,-2.865853659,squat-1,break
1.5821E+12,eSense-0869,-0.306274414,0.828979492,-0.470214844,-10.24390244,14.11585366,-2.865853659,squat-1,break
1.5821E+12,eSense-0869,-0.308959961,0.846191406,-0.495849609,-3.780487805,12.04268293,-3.567073171,squat-1,break
1.5821E+12,eSense-0869,-0.289672852,0.805908203,-0.482177734,-13.90243902,5.914634146,0.274390244,squat-1,break
1.5821E+12,eSense-0869,-0.308959961,0.846191406,-0.495849609,-3.780487805,12.04268293,-3.567073171,squat-1,break
1.5821E+12,eSense-0869,-0.289672852,0.805908203,-0.482177734,-13.90243902,5.914634146,0.274390244,squat-1,break
1.5821E+12,eSense-0869,-0.294921875,0.848754883,-0.47277832,-3.414634146,6.585365854,6.402439024,squat-1,break
1.5821E+12,eSense-0869,-0.294921875,0.848754883,-0.47277832,-3.414634146,6.585365854,6.402439024,squat-1,break
1.5821E+12,eSense-0869,-0.278686523,0.877563477,-0.429199219,-0.762195122,-1.18902439,7.43902439,squat-1,break
1.5821E+12,eSense-0869,-0.278686523,0.877563477,-0.429199219,-0.762195122,-1.18902439,7.43902439,squat-1,break
